Country,Subject Descriptor,Units,Scale,Country/Series-specific Notes,2019,2020,Estimates Start After
Ireland,Unemployment rate,Percent of total labor force,,"Source: National Statistics Office. Central Statistical Office of Ireland (CSO), data is from the Labor Force Survey (LFS) and is the average of the quarterly observations. Latest actual data: 2018 Employment type: Harmonized ILO definition Primary domestic currency: Euro Data last updated: 09/2019",5.472,5.2,2018
Ireland,Population,Persons,Millions,Source: National Statistics Office. Central Statistical Office of Ireland (CSO). Latest actual data: 2018 Primary domestic currency: Euro Data last updated: 09/2019,4.95,5.009,2018
Israel,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",387.717,410.501,2018
Israel,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",354.197,372.314,2018
Israel,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","42,823.31","44,474.07",2018
Israel,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,"See notes for:  Gross domestic product, current prices (National currency).",0.25,0.249,2018
Israel,Unemployment rate,Percent of total labor force,,Source: National Statistics Office Latest actual data: 2018 Employment type: National definition. Seasonally adjusted. Primary domestic currency: Israeli shekel Data last updated: 08/2019,3.991,3.991,2018
Israel,Population,Persons,Millions,Source: International Financial Institution Latest actual data: 2018 Primary domestic currency: Israeli shekel Data last updated: 08/2019,9.054,9.23,2018
Italy,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","1,988.64","2,013.67",2018
Italy,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","2,442.77","2,504.63",2018
Italy,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","32,946.52","33,431.25",2018
Italy,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,"See notes for:  Gross domestic product, current prices (National currency).",1.722,1.675,2018
Italy,Unemployment rate,Percent of total labor force,,Source: National Statistics Office Latest actual data: 2018 Employment type: Harmonized ILO definition Primary domestic currency: Euro Data last updated: 09/2019,10.32,10.28,2018
Italy,Population,Persons,Millions,Source: National Statistics Office Latest actual data: 2018 Primary domestic currency: Euro Data last updated: 09/2019,60.36,60.233,2018
Jamaica,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",15.702,16.474,2018
Jamaica,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",27.867,28.71,2018
Jamaica,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","5,460.98","5,698.63",2015
Jamaica,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,"See notes for:  Gross domestic product, current prices (National currency).",0.02,0.019,2018
Jamaica,Unemployment rate,Percent of total labor force,,Source: International Financial Institution. National Statistics Office if data is not yet available in IFS. Latest actual data: 2018 Employment type: National definition Primary domestic currency: Jamaica dollar Data last updated: 09/2019,8.5,9.2,2018
Jamaica,Population,Persons,Millions,Source: International Financial Institution. National Statistics Office if data is not yet available in IFS. Latest actual data: 2015 Primary domestic currency: Jamaica dollar Data last updated: 09/2019,2.875,2.891,2015
Japan,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","5,154.48","5,413.05",2018
Japan,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","5,747.50","5,888.91",2018
Japan,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","40,846.78","43,043.42",2017
Japan,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,"See notes for:  Gross domestic product, current prices (National currency).",4.052,3.938,2018
Japan,Unemployment rate,Percent of total labor force,,Source: Cabinet Office of Japan via Haver database. Latest actual data: 2017 Employment type: National definition Primary domestic currency: Japanese yen Data last updated: 09/2019,2.433,2.433,2017
Japan,Population,Persons,Millions,Source: Cabinet Office of Japan via Haver database. Latest actual data: 2017. Actual surveys are taken every 5 years with the latest one done in 2010. Other years are authorities estimates. Primary domestic currency: Japanese yen Data last updated: 09/2019,126.19,125.758,2017
Jordan,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",44.172,46.363,2018
Jordan,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",97.161,101.468,2018
Jordan,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","4,386.61","4,541.55",2015
Jordan,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,"See notes for:  Gross domestic product, current prices (National currency).",0.068,0.068,2018
Jordan,Unemployment rate,Percent of total labor force,,Source: National Statistics Office Latest actual data: 2018 Employment type: National definition Primary domestic currency: Jordanian dinar Data last updated: 09/2019,n/a,n/a,2018
Jordan,Population,Persons,Millions,Source: National Statistics Office Latest actual data: 2015 Primary domestic currency: Jordanian dinar Data last updated: 09/2019,10.07,10.209,2015
Kazakhstan,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",170.326,182.623,2018
Kazakhstan,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",537.664,569.813,2018
Kazakhstan,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","9,139.11","9,672.00",2018
Kazakhstan,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,"See notes for:  Gross domestic product, current prices (National currency).",0.379,0.381,2018
Kazakhstan,Unemployment rate,Percent of total labor force,,Source: Haver Analytics Latest actual data: 2017 Employment type: National definition Primary domestic currency: Kazakhstani tenge Data last updated: 09/2019,4.854,4.854,2017
Kazakhstan,Population,Persons,Millions,Source: National Statistics Office Latest actual data: 2018 Notes: Data prior to 1996 cannot be confirmed by national sources at this time. Primary domestic currency: Kazakhstani tenge Data last updated: 09/2019,18.637,18.882,2018
Kenya,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",98.607,109.128,2018
Kenya,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",191.263,206.852,2018
Kenya,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","1,997.55","2,151.50",2013
Kenya,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,"See notes for:  Gross domestic product, current prices (National currency).",0.135,0.138,2018
